dataset2/shine137.jpg,shine
dataset2/shine177.jpg,shine
dataset2/cloudy87.jpg,cloudy
dataset2/sunrise290.jpg,sunrise
dataset2/shine88.jpg,shine
dataset2/sunrise275.jpg,sunrise
dataset2/cloudy40.jpg,cloudy
dataset2/sunrise313.jpg,sunrise
dataset2/cloudy56.jpg,cloudy
dataset2/cloudy250.jpg,cloudy
dataset2/shine103.jpg,shine
dataset2/sunrise32.jpg,sunrise
dataset2/sunrise110.jpg,sunrise
dataset2/rain152.jpg,rain
dataset2/sunrise334.jpg,sunrise
dataset2/sunrise318.jpg,sunrise
dataset2/sunrise145.jpg,sunrise
dataset2/cloudy1.jpg,cloudy
dataset2/cloudy60.jpg,cloudy
dataset2/cloudy242.jpg,cloudy
dataset2/shine31.jpg,shine
dataset2/cloudy296.jpg,cloudy
dataset2/shine22.jpg,shine
dataset2/cloudy217.jpg,cloudy
dataset2/sunrise138.jpg,sunrise
dataset2/sunrise62.jpg,sunrise
dataset2/cloudy264.jpg,cloudy
dataset2/sunrise114.jpg,sunrise
dataset2/shine201.jpg,shine
dataset2/shine215.jpg,shine
dataset2/shine151.jpg,shine
dataset2/shine160.jpg,shine
dataset2/shine208.jpg,shine
dataset2/cloudy109.jpg,cloudy
dataset2/cloudy127.jpg,cloudy
dataset2/cloudy189.jpg,cloudy
dataset2/shine251.jpg,shine
dataset2/cloudy276.jpg,cloudy
dataset2/rain83.jpg,rain
dataset2/cloudy13.jpg,cloudy
dataset2/sunrise303.jpg,sunrise
dataset2/rain165.jpg,rain
dataset2/rain205.jpg,rain
dataset2/sunrise92.jpg,sunrise
dataset2/sunrise151.jpg,sunrise
dataset2/sunrise200.jpg,sunrise
dataset2/shine119.jpg,shine
dataset2/shine156.jpg,shine
dataset2/cloudy141.jpg,cloudy
dataset2/sunrise41.jpg,sunrise
dataset2/shine48.jpg,shine
dataset2/rain202.jpg,rain
dataset2/shine55.jpg,shine
dataset2/sunrise44.jpg,sunrise
dataset2/rain53.jpg,rain
dataset2/cloudy50.jpg,cloudy
dataset2/shine26.jpg,shine
dataset2/shine72.jpg,shine
dataset2/sunrise299.jpg,sunrise
dataset2/rain211.jpg,rain
dataset2/sunrise319.jpg,sunrise
dataset2/sunrise96.jpg,sunrise
dataset2/rain34.jpg,rain
dataset2/sunrise47.jpg,sunrise
dataset2/sunrise210.jpg,sunrise
dataset2/cloudy111.jpg,cloudy
dataset2/shine23.jpg,shine
dataset2/rain64.jpg,rain
dataset2/rain208.jpg,rain
dataset2/cloudy10.jpg,cloudy
dataset2/cloudy179.jpg,cloudy
dataset2/rain186.jpg,rain
dataset2/cloudy175.jpg,cloudy
dataset2/sunrise45.jpg,sunrise
dataset2/cloudy294.jpg,cloudy
dataset2/rain162.jpg,rain
dataset2/sunrise332.jpg,sunrise
dataset2/sunrise342.jpg,sunrise
dataset2/rain119.jpg,rain
dataset2/sunrise54.jpg,sunrise
